evidence	article_title	abstract_text	evidence.type	relevant
28077792	Prognostic value of the pretreatment neutrophil-to-lymphocyte ratio in cervical cancer: a meta-analysis and systematic review.	The prognostic value of pretreatment neutrophil-to-lymphocyte ratio (NLR) in cervical cancer remains controversial. We conducted a meta-analysis based on the data from 13 studies with 3729 patients to evaluate the association between the pretreatment NLR and the clinical outcomes of overall survival and progression-free survival in patients with cervical cancer. The relationship between NLR and clinicopathological parameters was also assessed. Hazard ratio (HR) or odds ratio (OR) with its 95% confidence interval (CI) was used as the effect size estimate. Our analysis indicated that elevated pretreatment NLR was a poor prognostic marker for patients with cervical cancer because it predicted unfavorable overall survival (HR = 1.375, 95% CI: 1.200-1.576) and progression-free survival (HR = 1.646, 95% CI: 1.313-2.065). Increased NLR is also significantly associated with the larger tumor size (OR = 1.780, 95% CI: 1.090-2.908), advanced clinical stage (OR = 2.443, 95% CI: 1.730-3.451), and positive lymph node metastasis (OR = 2.380, 95% CI: 1.775-3.190). By these results, high pretreatment NLR predicted a shorter survival period for patients with cervical cancer, and it could be served as a novel index of prognostic evaluation in patients with cervical cancer.	NA	0
28077791	Carcinoma-risk variant of EBNA1 deregulates Epstein-Barr Virus episomal latency.	Epstein-Barr Virus (EBV) latent infection is a causative co-factor for endemic Nasopharyngeal Carcinoma (NPC). NPC-associated variants have been identified in EBV-encoded nuclear antigen EBNA1. Here, we solve the X-ray crystal structure of an NPC-derived EBNA1 DNA binding domain (DBD) and show that variant amino acids are found on the surface away from the DNA binding interface. We show that NPC-derived EBNA1 is compromised for DNA replication and episome maintenance functions. Recombinant virus containing the NPC EBNA1 DBD are impaired in their ability to immortalize primary B-lymphocytes and suppress lytic transcription during early stages of B-cell infection. We identify Survivin as a host protein deficiently bound by the NPC variant of EBNA1 and show that Survivin depletion compromises EBV episome maintenance in multiple cell types. We propose that endemic variants of EBNA1 play a significant role in EBV-driven carcinogenesis by altering key regulatory interactions that destabilize latent infection.	NA	0
28077790	FLT3 activating mutations display differential sensitivity to multiple tyrosine kinase inhibitors.	Fms-like tyrosine kinase-3 (FLT3) is a receptor tyrosine kinase that normally functions in hematopoietic cell survival, proliferation and differentiation. Constitutively activating mutations of FLT3 map predominately to the juxtamembrane domain (internal tandem duplications; ITD) or the activation loop (AL) of the kinase domain and are detected in about 1/3 of de novo acute myeloid leukemia (AML) patients. Small molecule tyrosine kinase inhibitors (TKI) effectively target FLT3/ITD mutations, but some activating mutations, particularly those on the AL, are relatively resistant to many FLT3 TKI. We reproduced many of the AL or other non-ITD activating mutations and tested 13 FLT3 TKI for their activity against these and wild-type FLT3. All 13 TKI tested inhibited BaF3/ITD cell proliferation in a concentration-dependent manner as reported, but most TKI exhibited a wide range of differential activity against AL and other point mutants. Western blotting results examining inhibition of FLT3 autophosphorylation and signaling pathways indicate that many AL mutations reduce TKI binding. Most FLT3 TKI effectively target wild-type FLT3 signaling. As a demonstration of this differential activity, treatment of BaF3 D835Y cells transplanted in BALB/c mice with sorafenib showed no effect in vivo against this mutant whereas lestaurtinib proved effective at reducing disease burden. Thus, while FLT3 TKI have been selected based on their ability to inhibit FLT3/ITD, the selection of appropriate TKI for AML patients with FLT3 AL and other activating point mutations requires personalized consideration.	NA	1
28077789	Biological functions of CDK5 and potential CDK5 targeted clinical treatments.	Cyclin dependent kinases are proline-directed serine/threonine protein kinases that are traditionally activated upon association with a regulatory subunit. For most CDKs, activation by a cyclin occurs through association and phosphorylation of the CDK's T-loop. CDK5 is unusual because it is not typically activated upon binding with a cyclin and does not require T-loop phosphorylation for activation, even though it has high amino acid sequence homology with other CDKs. While it was previously thought that CDK5 only interacted with p35 or p39 and their cleaved counterparts, Recent evidence suggests that CDK5 can interact with certain cylins, amongst other proteins, which modulate CDK5 activity levels. This review discusses recent findings of molecular interactions that regulate CDK5 activity and CDK5 associated pathways that are implicated in various diseases. Also covered herein is the growing body of evidence for CDK5 in contributing to the onset and progression of tumorigenesis.	NA	2
28077788	Androgen receptor splice variants and prostate cancer: From bench to bedside.	Therapeutic interventions for advanced prostate cancer (PCa) center on inhibiting androgen receptor (AR) and downstream signaling pathways. Resistance to androgen deprivation therapy and/or AR antagonists is inevitable and molecular mechanisms driving castration-resistant PCa (CR-PCa) primarily involve alterations in AR expression and activity. Detailed molecular biology work over the past decade, discussed at length in this review article, has revealed several AR transcripts that result from alternative splicing. These AR splice variants are increased in cell and mouse models of CR-PCa and in CR-PCa tumors. Several AR variants lack the ligand binding domain, but retain their ability to bind DNA and activate transcription-linking constitutive AR function and therapeutic failure. ARV7 is the only variant endogenously detected at the protein level and thus has undergone more thorough molecular characterization. Clinical trials in PCa are currently investigating ARV7 utility as a biomarker and new therapeutics that inhibit ARV7 . Overall, this review will illustrate the historical perspectives of AR splice variant discovery using fundamental molecular biology techniques and how it changed the clinical approach to both therapeutic decisions and strategy. The body of work investigating AR splice variants in PCa represents a true example of translational research from bench to bedside.	NA	1
28077787	Androgen suppresses protein kinase D1 expression through fibroblast growth factor receptor substrate 2 in prostate cancer cells.	In prostate cancer, androgen/androgen receptor (AR) and their downstream targets play key roles in all stages of disease progression. The protein kinase D (PKD) family, particularly PKD1, has been implicated in prostate cancer biology. Here, we examined the cross-regulation of PKD1 by androgen signaling in prostate cancer cells. Our data showed that the transcription of PKD1 was repressed by androgen in androgen-sensitive prostate cancer cells. Steroid depletion caused up regulation of PKD1 transcript and protein, an effect that was reversed by the AR agonist R1881 in a time- and concentration-dependent manner, thus identifying PKD1 as a novel androgen-repressed gene. Kinetic analysis indicated that the repression of PKD1 by androgen required the induction of a repressor protein. Furthermore, inhibition or knockdown of AR reversed AR agonist-induced PKD1 repression, indicating that AR was required for the suppression of PKD1 expression by androgen. Downstream of AR, we identified fibroblast growth factor receptor substrate 2 (FRS2) and its downstream MEK/ERK pathway as mediators of androgen-induced PKD1 repression. In summary, PKD1 was identified as a novel androgen-suppressed gene and could be downregulated by androgen through a novel AR/FRS2/MEK/ERK pathway. The upregulation of prosurvival PKD1 by anti-androgens may contribute to therapeutic resistance in prostate cancer treatment.	NA	2
28077786	Nomogram analysis and external validation to predict the risk of lymph node metastasis in gastric cancer.	AIM: To identify risk factors for lymph node metastasis using a nomogram for gastric cancer patients to predict lymph node metastasis.RESULTS: The Chi-square test and the logistic regression showed that the Boarrmann type, preoperative CA199 level, T stage and N stage by CT scan were independent risk factors. The concordance index (C-index) was 0.786 in the internal validation of the Nomogram model. In the external validation, the C-index was 0.809, and the AUC was 0.894. The total accuracy of the prediction was 82.2%, and the false-negative rate was 5.4% with a cut-off value set at 0.109.MATERIALS AND METHODS: The study consisted of 451 patients with a histological diagnosis of gastric cancer with 0 or 1 lymph node metastasis from the Sun Yat-sen University Cancer Center as the development set, and the validation set consisted of 186 gastric cancer patients from the Sixth Affiliated Hospital of Sun Yat-Sen University. A Chi-square test and a logistic regression analysis were used to compare the clinicopathological variables and lymph node metastasis. The C-index and ROC curve were computed for comparisons of the nomogram's predictive ability.CONCLUSIONS: We developed and validated a nomogram to predict lymph node metastasis in gastric cancer before surgery. This nomogram can be broadly applied, even in general hospitals, and is useful for decisions regarding treatment programs for patients.	NA	0
28077785	The diagnostic performance of shear wave speed (SWS) imaging for thyroid nodules with elasticity modulus and SWS measurement.	To evaluate the diagnostic performance of a new technique of shear wave speed (SWS) imaging for the diagnosis of thyroid nodule with elasticity modulus and SWS measurement. 322 thyroid nodules in 322 patients (216 benign nodules, 106 malignant nodules) were included in this study. All the nodules received conventional ultrasound (US) and SWS imaging (Aplio500, Toshiba Medical Systems, Japan) before fine-needle aspiration (FNA) and/or surgery. The values of E-max and E-mean with elastic modulus (61.27 ± 36.31 kPa and 31.89 ± 19.11 kPa) or SWS (4.45 ± 1.49 m/s and 3.26 ± 2.71 m/s) in malignant nodules were significantly higher than those in benign lesions (29.18 ± 18.62 kPa and 15.85 ± 6.96 kPa, or 2.98 ± 0.85 m/s and 2.19 ± 0.42 m/s, all P &lt; 0.001). No significant differences in area under the curve (AUC) between the SWS imaging parameters were found (all P &gt; 0.05). In multivariate logistic regression analysis, E-max (m/s) with SWS was identified to be the strongest independent predictor for malignant nodules (odds ratio [OR] = 16.760), followed by poorly-defined margin (OR = 7.792), taller-than-wide shape (OR = 3.160), micro-calcification (OR = 2.422), and E-max (kPa) with elastic modulus (OR = 0.914). The AUC was 0.813 for E-max with SWS (m/s) and 0.796 for E-max with elastic modulus (kPa). With cut-off SWS value of 3.52 m/s in E-max, sensitivity of 69.8%, specificity of 81.5%, and accuracy of 77.6% were achieved. SWS imaging is a valuable tool in predicting thyroid malignancy. E-max with SWS measurement is the strongest independent predictor for thyroid malignancy.	NA	0
28077784	Identification and characterization of HPV-independent cervical cancers.	BACKGROUND: Human papillomavirus (HPV) initiates cervical cancer, and continuous expression of HPV oncogenes E6 and E7 is thought to be necessary to maintain malignant growth. Current therapies target proliferating cells, rather than specific pathways, and most experimental therapies specifically target E6/E7. We investigated the presence and expression of HPV in cervical cancer, to correlate HPV oncogene expression with clinical and molecular features of these tumors that may be relevant to new targeted therapies.RESULTS: While virtually all cervical cancers contained HPV DNA, and most expressed E6/E7 (HPV-active), a subset (8%) of HPV DNA-positive cervical cancers did not express HPV transcripts (HPV-inactive). HPV-inactive tumors occurred in older women (median 54 vs. 45 years, p = 0.02) and were associated with poorer survival (median 715 vs 3046 days, p = 0.0003). Gene expression profiles of HPV-active and -inactive tumors were distinct. HPV-active tumors expressed E2F target genes and increased AKT/MTOR signaling. HPV-inactive tumors had increased WNT/β-catenin and Sonic Hedgehog signaling. Substantial genome-wide differences in DNA methylation were observed. HPV-inactive tumors had a global decrease in DNA methylation; however, many promoter-associated CpGs were hypermethylated. Many inflammatory response genes showed promoter methylation and decreased expression. The somatic mutation landscapes were significantly different. HPV-active tumors carried few somatic mutations in driver genes, whereas HPV-inactive tumors were enriched for non-synonymous somatic mutations (p-value &lt; 0.0000001) specifically targeting TP53, ARID, WNT, and PI3K pathways.MATERIALS AND METHODS: The Cancer Genome Atlas (TCGA) cervical cancer data were analyzed.CONCLUSIONS: Many of the gene expression changes and somatic mutations found in HPV-inactive tumors alter pathways for which targeted therapeutics are available. Treatment strategies focused on WNT, PI3K, or TP53 mutations may be effective against HPV-inactive tumors and could improve survival for these cervical cancer patients.	NA	2
28077783	Association between metformin use and mortality in patients with type 2 diabetes mellitus and localized resectable pancreatic cancer: a nationwide population-based study in korea.	BACKGROUND: Preclinical studies support an antitumor effect of metformin. However, clinical studies have conflicting results and metformin's effect remains controversial. The aim of this study was to evaluate metformin's effect on clinical outcomes in diabetic patients with pancreatic cancer treated with curative resection.RESULTS: A total of 764 patients underwent curative resection, met none of the exclusion criteria, and were prescribed oral hypoglycemic agents. The cancer-specific survival (5-year, 31.9% vs. 22.2%, p &lt; 0.001) was significantly higher in the 530 metformin users than in the 234 diabetic metformin non-users. After multivariable adjustments, metformin users had significantly lower cancer-specific mortality as compared with metformin non-users (hazard ratio, 0.727; 95% confidence interval, 0.611-0.868). Cubic spline regression analysis demonstrated significantly decreased cancer-specific mortality with increasing dose of metformin (p = 0.0047).MATERIALS AND METHODS: Data were provided from the Korea Central Cancer Registry and the National Health Insurance Service in the Republic of Korea. The study cohort consisted of 28,862 patients newly diagnosed with pancreatic cancer between 2005 and 2011. Metformin exposure was determined from prescription information from 6 months before the first diagnosis of pancreatic cancer to last follow-up. The main outcome was cancer-specific survival.CONCLUSIONS: This large study indicates that metformin might decrease cancer-specific mortality rates in localized resectable pancreatic cancer patients with pre-existing diabetes, independently of other factors, with a dose-response relationship.	NA	0
28077782	Serum and tissue markers in hepatocellular carcinoma and cholangiocarcinoma: clinical and prognostic implications.	HCC represents the sixth most common cancer worldwide and the second leading cause of cancer-related death. Despite the high incidence, treatment options for advanced HCC remain limited and unsuccessful, resulting in a poor prognosis. Despite the major advances achieved in the diagnostic management of HCC, only one third of the newly diagnosed patients are presently eligible for curative treatments. Advances in technology and an increased understanding of HCC biology have led to the discovery of novel biomarkers. Improving our knowledge about serum and tissutal markers could ultimately lead to an early diagnosis and better and early treatment strategies for this deadly disease. Serum biomarkers are striking potential tools for surveillance and early diagnosis of HCC thanks to the non-invasive, objective, and reproducible assessments they potentially enable. To date, many biomarkers have been proposed in the diagnosis of HCC. Cholangiocarcinoma (CCA) is an aggressive malignancy, characterized by early lymph node involvement and distant metastasis, with 5-year survival rates of 5%-10%. The identification of new biomarkers with diagnostic, prognostic or predictive value is especially important as resection (by surgery or combined with a liver transplant) has shown promising results and novel therapies are emerging. However, the relatively low incidence of CCA, high frequency of co-existing cholestasis or cholangitis (primary sclerosing cholangitis -PSC- above all), and difficulties with obtaining adequate samples, despite advances in sampling techniques and in endoscopic visualization of the bile ducts, have complicated the search for accurate biomarkers. In this review, we attempt to analyze the existing literature on this argument.	NA	2
28076853	Pyruvate dehydrogenase expression is negatively associated with cell stemness and worse clinical outcome in prostate cancers.	Cells generate adenosine-5'-triphosphate (ATP), the major currency for energy-consuming reactions, through mitochondrial oxidative phosphorylation (OXPHOS) and glycolysis. One of the remarkable features of cancer cells is aerobic glycolysis, also known as the &quot;Warburg Effect&quot;, in which cancer cells rely preferentially on glycolysis instead of mitochondrial OXPHOS as the main energy source even in the presence of high oxygen tension. One of the main players in controlling OXPHOS is the mitochondrial gatekeeperpyruvate dehydrogenase complex (PDHc) and its major subunit is E1α (PDHA1). To further analyze the function of PDHA1 in cancer cells, it was knock out (KO) in the human prostate cancer cell line LnCap and a stable KO cell line was established. We demonstrated that PDHA1 gene KO significantly decreased mitochondrial OXPHOS and promoted anaerobic glycolysis, accompanied with higher stemness phenotype including resistance to chemotherapy, enhanced migration ability and increased expression of cancer stem cell markers. We also examined PDHA1 protein expression in prostate cancer tissues by immunohistochemistry and observed that reduced PDHA1 protein expression in clinical prostate carcinomas was significantly correlated with poor prognosis. Collectively, our results show that negative PDHA1 gene expressionis associated with significantly higher cell stemness in prostate cancer cells and reduced protein expression of this gene is associated with shorter clinical outcome in prostate cancers.	NA	2
28076852	miR-874-3p is down-regulated in hepatocellular carcinoma and negatively regulates PIN1 expression.	PIN1 is a peptidyl-prolyl cis/trans isomerase (PPIase) that regulates multiple signaling pathways to control cell fate and is found to be over-expressed in cancers, including hepatocellular carcinoma (HCC). However, the regulation of PIN1 in HCC remains poorly defined. Micro-RNAs (miRNAs) have been reported to play a pivotal role in oncogenesis by targeting the 3'-untranslated region (UTR) of mRNAs encoded by oncogenes and tumour suppressor genes, thereby suppressing the levels of both oncoproteins and tumour suppressors. In this report, we aimed to identify miRNAs that suppress PIN1 expression and to determine their role in HCC. By searching the TargetScan database, miR-874-3p was identified as a potential negative regulator of PIN1. miR-874-3p was demonstrated to bind the 3'UTR of PIN1 mRNA directly to suppress expression of PIN1. Functionally, over-expression of miR-874-3p in HCC cell line PLC/PRF/5 inhibited cell growth and colony formation in-vitro, and promoted cellular apoptosis. Furthermore, these tumour suppressive functions conferred by miR-874-3p were abrogated by over-expression of PIN1. Similarly, expression of miR-874-3p in PLC/PRF/5 with PIN1 knocked-down did not further suppress cellular proliferation, suggesting that PIN1 was a major target of miR-874-3p. More importantly, miR-874-3p was found to be down-regulated in HCC tissues and its expression was negatively correlated with that of PIN1. Down-regulation of miR-874-3p was also associated with poorly differentiated tumour cells, more advanced staging, and inferior patient outcomes. In addition, over-expression of miR-874-3p suppressed tumour growth in vivo. Taken together, our data suggested that miR-874-3p plays a tumour suppressive role in HCC through down-regulation of PIN1.	NA	2
28076850	Transforming growth factor-beta1 suppresses hepatocellular carcinoma proliferation via activation of Hippo signaling.	In this study, we examined the expression of core proteins of the Hippo signaling pathway in hepatocellular carcinoma (HCC) cells treated with transforming growth factor-β 1(TGF-β1) and investigated the relationship between TGF-β1 and the Hippo signaling pathway, in order to better understand their roles in HCC and their potential implications for cancer therapy. We prove that the Hippo signaling pathway is involved in the TGF-β1-induced inhibition of the growth of HCC cells. Large tumor suppressor expression (LATS1) was overexpression and yes association protein 1(YAP1) translocated from the nucleus to the cytoplasm in HCC cells treated with TGF-β1. Overexpression of LATS1 and the nucleocytoplasmic translocation of YAP1 play an anti-oncogenetic role in the occurrence and development of liver cancer. Our findings provide new insight into strategies for liver cancer therapy.	NA	2
28076849	A plasma metabolomic signature discloses human breast cancer.	PURPOSE: Metabolomics is the comprehensive global study of metabolites in biological samples. In this retrospective pilot study we explored whether serum metabolomic profile can discriminate the presence of human breast cancer irrespective of the cancer subtype.METHODS: Plasma samples were analyzed from healthy women (n = 20) and patients with breast cancer after diagnosis (n = 91) using a liquid chromatography-mass spectrometry platform. Multivariate statistics and a Random Forest (RF) classifier were used to create a metabolomics panel for the diagnosis of human breast cancer.RESULTS: Metabolomics correctly distinguished between breast cancer patients and healthy control subjects. In the RF supervised class prediction analysis comparing breast cancer and healthy control groups, RF accurately classified 100% both samples of the breast cancer patients and healthy controls. So, the class error for both group in and the out-of-bag error were 0. We also found 1269 metabolites with different concentration in plasma from healthy controls and cancer patients; and basing on exact mass, retention time and isotopic distribution we identified 35 metabolites. These metabolites mostly support cell growth by providing energy and building stones for the synthesis of essential biomolecules, and function as signal transduction molecules. The collective results of RF, significance testing, and false discovery rate analysis identified several metabolites that were strongly associated with breast cancer.CONCLUSIONS: In breast cancer a metabolomics signature of cancer exists and can be detected in patient plasma irrespectively of the breast cancer type.	NA	0
28076847	Programmed cell death-ligand 1 expression predicts survival in patients with gastric carcinoma with microsatellite instability.	Programmed death-ligand 1 (PD-L1) is expressed in a subgroup of gastric cancers that may benefit from immunotherapy. Microsatellite instability-high (MSI-H) is a potential predictive factor for response to immunotherapy targeting the PD-1 or its ligand PD-L1. The relationship between PD-L1 expression and MSI-H status remains poorly understood. In this study, we investigated PD-L1 expression in patients with MSI-H gastric cancer. We analyzed PD-L1 expression in 78 MSI-H gastric cancer tissue samples using immunohistochemistry. PD-L1 expression was classified as expression on tumor cells or on immune cells. We observed PD-L1 expression in 48 gastric cancer samples (61.5%), consisting of 7 (9.0%) cases with tumor PD-L1 expression and 47 (60.3%) cases with immune cell PD-L1 expression. Immune cell PD-L1 expression was frequently associated with intestinal type cancer by the Lauren classification (p = 0.015), with a lower risk of lymph node metastasis (p = 0.027) and lower tumor stages (p = 0.029) compared to MSI-H gastric cancers without PD-L1 expression. Moreover, immune cell PD-L1 expression was an independent favorable prognostic factor for overall survival (versus PD-L1 negative; hazard ratio, 3.451; 95% confidence interval, 1.172-12.745; p = 0.025). In MSI-H gastric cancer, PD-L1 expression was observed to be independently associated with a longer survival.	NA	2
28076845	Molecular dynamics simulation reveals how phosphorylation of tyrosine 26 of phosphoglycerate mutase 1 upregulates glycolysis and promotes tumor growth.	Phosphoglycerate mutase 1 (PGAM1) catalyzes the eighth step of glycolysis and is often found upregulated in cancer cells. To test the hypothesis that the phosphorylation of tyrosine 26 residue of PGAM1 greatly enhances its activity, we performed both conventional and steered molecular dynamics simulations on the binding and unbinding of PGAM1 to its substrates, with tyrosine 26 either phosphorylated or not. We analyzed the simulated data in terms of structural stability, hydrogen bond formation, binding free energy, etc. We found that tyrosine 26 phosphorylation enhances the binding of PGAM1 to its substrates through generating electrostatic environment and structural features that are advantageous to the binding. Our results may provide valuable insights into computer-aided design of drugs that specifically target cancer cells with PGAM1 tyrosine 26 phosphorylated.	NA	2
28076843	Pax-5 is a potent regulator of E-cadherin and breast cancer malignant processes.	Pax-5, an essential transcription factor for B lymphocyte development, has been linked with the development and progression of lymphoid cancers and carcinoma. In contrast to B-cell cancer lesions, the specific expression signatures and roles of Pax-5 in breast cancer progression are relatively unknown. In the present study, we set out to profile Pax-5 expression in mammary tissues and elucidate the cellular and molecular roles of Pax-5 in breast cancer processes. Using immunohistology on mammary tissue arrays, Pax-5 was detected in a total of 298/306 (97.6%) samples tested. Interestingly, our studies reveal that Pax-5 inhibits aggressive features and confers anti-proliferative effects in breast carcinoma cells in contrast to its oncogenic properties in B cell cancers. More precisely, Pax-5 suppressed breast cancer cell migration, invasion and tumor spheroid formation while concomitantly promoting cell adhesion properties. We also observed that Pax-5 inhibited and reversed breast cancer epithelial to mesenchymal phenotypic transitioning. Mechanistically, we found that the Pax-5 transcription factor binds and induces gene expression of E-cadherin, a pivotal regulator of epithelialisation. Globally, we demonstrate that Pax-5 is predominant expressed factor in mammary epithelial cells. We also present an important role for Pax-5 in the phenotypic transitioning processes and aggressive features associated with breast cancer malignancy and disease progression.	NA	2
28076842	Systemically identifying and prioritizing risk lncRNAs through integration of pan-cancer phenotype associations.	LncRNAs have emerged as a major class of regulatory molecules involved in normal cellular physiology and disease, our knowledge of lncRNAs is very limited and it has become a major research challenge in discovering novel disease-related lncRNAs in cancers. Based on the assumption that diverse diseases with similar phenotype associations show similar molecular mechanisms, we presented a pan-cancer network-based prioritization approach to systematically identify disease-specific risk lncRNAs by integrating disease phenotype associations. We applied this strategy to approximately 2800 tumor samples from 14 cancer types for prioritizing disease risk lncRNAs. Our approach yielded an average area under the ROC curve (AUC) of 80.66%, with the highest AUC (98.14%) for medulloblastoma. When evaluated using leave-one-out cross-validation (LOOCV) for prioritization of disease candidate genes, the average AUC score of 97.16% was achieved. Moreover, we demonstrated the robustness as well as the integrative importance of this approach, including disease phenotype associations, known disease genes and the numbers of cancer types. Taking glioblastoma multiforme as a case study, we identified a candidate lncRNA gene SNHG1 as a novel disease risk factor for disease diagnosis and prognosis. In summary, we provided a novel lncRNA prioritization approach by integrating pan-cancer phenotype associations that could help researchers better understand the important roles of lncRNAs in human cancers.	NA	2
28076841	Clonal evolution in therapy-related neoplasms.	Therapy-related myeloid neoplasms (t-MN) may occur as a late effect of cytotoxic therapy for a primary malignancy or autoimmune diseases in susceptible individuals. We studied the development of somatic mutations in t-MN, using a collection of follow-up samples from 14 patients with a primary hematologic malignancy, who developed a secondary leukemia (13 t-MN and 1 t-acute lymphoblastic leukemia), at a median latency of 73 months (range 18-108) from primary cancer diagnosis.Using Sanger and next generation sequencing (NGS) approaches we identified 8 mutations (IDH1 R132H, ASXL1 Y591*, ASXL1 S689*, ASXL1 R693*, SRSF2 P95H, SF3B1 K700E, SETBP1 G870R and TP53 Y220C) in seven of thirteen t-MN patients (54%), whereas the t-ALL patient had a t(4,11) translocation, resulting in the KMT2A/AFF1 fusion gene. These mutations were then tracked backwards in marrow samples preceding secondary leukemia occurrence, using pyrosequencing and a NGS protocol that allows the detection of low variant allele frequencies (≥0.1%).Somatic mutations were detectable in the BM harvested at the primary diagnosis, prior to any cytotoxic treatment in three patients, while they were not detectable and apparently acquired by the t-MN clone in five patients.These data show that clonal evolution in t-MN is heterogeneous, with some somatic mutations preceding cytotoxic treatment and possibly favoring leukemic development.	NA	2
28076840	HIF-1α induces the epithelial-mesenchymal transition in gastric cancer stem cells through the Snail pathway.	Substantial evidence suggests that the epithelial-mesenchymal transition (EMT) phenotype is associated with the invasive characteristics of cancer stem cells (CSCs),which possess an EMT phenotype that may predominate in tumor invasion and metastasis. However, the mechanisms for the generation and regulation of these CSCs have not been clearly defined. As hypoxia and EMT-related factors may have important functions in EMT-like CSCs, the aim of this study was to investigate the effects of hypoxia on these cells. CSCs were established from the gastric cancer cell lines MGC-803 and SGC7901, and the relationship between hypoxia and EMT-like CSCs was investigated in gastric cancer. After hypoxia treatment, some gastric CSCs exhibited a marked increase in hypoxia-inducible factor-1α (HIF-1α)expression and increased migration and invasion capabilities compared with the normoxic control. These CSCs were defined by activation of the mesenchymal cell marker Vimentin and by inhibition of the epithelial cell marker E-cadherin. Our analyses also show that HIF-1α was responsible for activating EMT via increased expression of the transcription factor Snail in gastric CSCs. Moreover, inhibition of Snail by shRNA reduced HIF-1α-induced EMT in gastric CSCs. The results demonstrated that hypoxia-induced EMT-like CSCs rely on HIF-1αto activate Snail, which may result in recurrence and metastasis of gastric cancer.	NA	0
28076334	Establishment of a normal-derived estrogen receptor-positive cell line comparable to the prevailing human breast cancer subtype.	Understanding human cancer increasingly relies on insight gained from subtype specific comparisons between malignant and non-malignant cells. The most frequent subtype in breast cancer is the luminal. By far the most frequently used model for luminal breast cancer is the iconic estrogen receptor-positive (ERpos) MCF7 cell line. However, luminal specific comparisons have suffered from the lack of a relevant non-malignant counterpart. Our previous work has shown that transforming growth factor-β receptor (TGFβR) inhibition suffices to propagate prospectively isolated ERpos human breast luminal cells from reduction mammoplasties (HBEC). Here we demonstrate that transduction of these cells with hTERT/shp16 renders them immortal while remaining true to the luminal lineage including expression of functional ER (iHBECERpos). Under identical culture conditions a major difference between MCF7 and normal-derived cells is the dependence of the latter on TGFβR inhibition for ER expression. In a breast fibroblast co-culture model we further show that whereas MCF7 proliferate concurrently with ER expression, iHBECERpos form correctly polarized acini, and segregate into proliferating and ER expressing cells. We propose that iHBECERpos may serve to shed light on hitherto unappreciated differences in ER regulation and function between normal breast and breast cancer.	NA	0
28076332	Lysosomal acid phosphatase 2 is an unfavorable prognostic factor but is associated with better survival in stage II colorectal cancer patients receiving chemotherapy.	Colorectal cancer (CRC) is one of the leading cancers worldwide. Surgery is the main therapeutic modality for stage II CRC. However, the implementation of adjuvant chemotherapy remains controversial and is not universally applied so far. In this study, we found that the protein expression of lysosomal acid phosphatase 2 (ACP2) was increased in CRC and that stage II CRC patients with high ACP2 expression showed a poorer outcome than those with low ACP2 expression (p = 0.004). To investigate this discrepancy, we analyzed the relation between ACP2 expression and several clinical cofactors.Among patients who received chemotherapy, those with an high expression of ACP2 showed better survival in both stage II and III CRC than those with low ACP2 expression. In stage II CRC patients, univariate analysis showed ACP2 expression and T stage to be cofactors significantly associated with overall survival (ACP2: p = 0.006; T stage: p = 0.034). Multivariate Cox proportion hazard model analysis also revealed ACP2 to be an independent prognostic factor for overall survival (ACP2: p = 0.006; T stage: p = 0.041). Furthermore, ACP2-knockdown CRC cells showed an increase in chemoresistance to 5-FU treatment and increased proliferation marker in the ACP2 knockdown clone.Taken together, our results suggested that ACP2 is an unfavorable prognostic factor for stage II CRC and may serve as a potential chemotherapy-sensitive marker to help identify a subset of stage II and III CRC patients for whom chemotherapy would improve survival.Highlights1. To the best of our knowledge, the study is the first report to show ACP2 overexpression in human colorectal cancer (CRC) and its association with poor outcome in stage II CRC.2. Patients with stage II and III CRCs with high expression of ACP2 were more sensitive to chemotherapy than those with a low expression.3. ACP2 expression may serve as a marker for CRC patients receiving chemotherapy and help identify the subset of CRC patients who would benefit from chemotherapy.	NA	2
28076330	The correlation of age with chemotherapy-induced ovarian function failure in breast cancer patients.	PURPOSE: To assess the incidence of chemotherapy-induced ovarian function failure (COFF) based on estradiol and follicle stimulating hormone (FSH) monitoring in premenopausal women with hormone-receptor positive breast cancer treated with second and third generation (neo-)adjuvant chemotherapy.RESULTS: We identified 115 eligible women. Two years after start of chemotherapy, COFF was significantly more often present in women ≥ 40 years (85.6%) as compared to women &lt; 40 years (8.7%). Only age was significantly associated with COFF two years after start of chemotherapy (HR 12.26; 95% CI 5.21-28.86). In 50% of the patients, premenopausal hormone levels were the first or only evidence of ovarian function recovery (OFR).MATERIALS AND METHODS: We included all premenopausal women with hormone-receptor positive breast cancer treated with anthracycline-based chemotherapy, with or without taxanes, in our university hospital in the Netherlands in the years 2005-2013. Patients were 3-monthly monitored for ovarian function. Cox proportional hazards model was used to determine the predictive impact of various parameters on the occurrence of COFF.CONCLUSIONS: After second- or third generation (neo-)adjuvant chemotherapy, COFF was still present in 8.7% of patients &lt; 40 years after two years. FSH and estradiol monitoring may be relevant for those in whom ovarian function suppression is considered an additional effective endocrine treatment.	NA	0
